N,P,K,pH,EC,soil_temp_C,soil_moisture,crop,growth_stage,recommended_fertilizer
41,21,14,6.72,1.03,26,38,rice,maturity,NPK 12-32-16
24,29,16,6.6,1.46,33,22,soybean,maturity,NPK 12-32-16
52,22,25,6.05,0.59,34,57,wheat,flowering,DAP
55,29,14,5.99,1.18,26,47,soybean,vegetative,Single Super Phosphate
66,18,34,5.77,1.46,23,57,rice,vegetative,Single Super Phosphate
39,16,41,7.2,0.8,37,25,wheat,flowering,DAP
38,13,34,6.73,1.36,29,59,sugarcane,flowering,DAP
54,28,38,5.87,1.43,33,36,maize,flowering,NPK 14-35-14
62,31,21,5.85,1.25,38,24,wheat,vegetative,Single Super Phosphate
36,28,36,7.25,0.73,32,38,wheat,maturity,MOP
64,15,24,6.99,0.83,24,54,rice,maturity,NPK 12-32-16
62,22,27,6.82,0.54,27,41,sugarcane,vegetative,Single Super Phosphate
53,20,45,6.31,1.33,21,43,wheat,maturity,MOP
28,22,48,6.02,1.35,20,29,sugarcane,flowering,DAP
45,22,33,7.46,1.13,35,21,soybean,flowering,NPK 14-35-14
21,34,28,7.09,0.85,18,47,wheat,vegetative,Single Super Phosphate
28,31,34,6.1,0.58,30,56,sugarcane,vegetative,Urea
28,29,47,7.2,1.25,39,36,maize,flowering,NPK 14-35-14
59,24,20,7.02,1.23,35,25,rice,flowering,DAP
36,30,13,6.09,1.41,25,24,groundnut,vegetative,NPK 19-19-19
20,22,43,6.35,1.23,28,58,sugarcane,vegetative,NPK 19-19-19
44,31,33,5.87,1.33,27,26,rice,flowering,DAP
62,20,24,5.72,1.25,21,51,groundnut,flowering,DAP
59,28,19,6.95,1.13,21,23,wheat,maturity,MOP
61,17,12,6.04,0.93,21,40,wheat,maturity,MOP
44,29,28,7.14,1.4,29,51,soybean,flowering,DAP
58,17,23,7.49,1.15,25,37,rice,vegetative,Single Super Phosphate
54,19,15,5.65,0.9,30,52,maize,maturity,NPK 12-32-16
22,25,24,6.45,0.58,25,33,maize,maturity,MOP
69,28,42,7.1,0.79,38,25,sugarcane,flowering,NPK 10-26-26
56,32,18,7.08,1.04,20,30,maize,vegetative,Urea
63,20,34,7.02,0.78,29,39,groundnut,vegetative,Urea
63,22,35,6.2,0.72,35,48,rice,flowering,NPK 10-26-26
49,18,16,6.41,1.03,32,54,wheat,vegetative,Urea
57,29,16,6.69,0.67,31,35,rice,flowering,NPK 14-35-14
53,33,28,7.45,1.3,26,26,rice,vegetative,Urea
31,28,41,6.16,0.98,22,59,wheat,flowering,NPK 14-35-14
38,25,20,7.35,1.07,32,55,groundnut,vegetative,Urea
56,16,17,6.04,0.65,25,50,rice,flowering,NPK 10-26-26
63,28,36,7.48,0.82,20,25,maize,flowering,NPK 14-35-14
68,21,30,6.84,0.91,29,48,sugarcane,vegetative,Single Super Phosphate
36,24,27,6.43,1.31,22,46,sugarcane,flowering,NPK 10-26-26
29,32,32,6.73,1.27,26,21,rice,maturity,MOP
68,23,13,6.05,0.72,37,41,groundnut,vegetative,NPK 19-19-19
66,20,21,6.05,1.12,20,28,wheat,flowering,DAP
31,19,27,5.73,0.74,25,30,soybean,vegetative,NPK 19-19-19
35,20,48,5.73,1.49,38,35,groundnut,vegetative,Urea
43,15,26,6.2,1.45,30,32,rice,flowering,NPK 14-35-14
38,11,24,7.03,1.06,25,37,rice,maturity,MOP
27,20,24,6.72,1.2,22,44,soybean,vegetative,NPK 19-19-19
50,28,43,5.71,1.3,24,52,sugarcane,maturity,MOP
40,15,19,7.2,1.22,22,29,groundnut,maturity,NPK 12-32-16
36,23,29,6.7,1.2,26,49,sugarcane,flowering,NPK 10-26-26
42,29,47,7.42,1.46,22,20,soybean,flowering,NPK 14-35-14
56,15,37,6.84,1.1,25,52,wheat,vegetative,Single Super Phosphate
35,26,21,5.85,1.14,29,34,rice,flowering,DAP
25,19,42,6.45,1.35,21,48,maize,vegetative,Urea
27,10,44,6.8,1.17,26,21,sugarcane,vegetative,Single Super Phosphate
44,12,40,5.56,1.23,39,30,sugarcane,maturity,NPK 12-32-16
37,17,16,5.53,0.73,39,53,groundnut,flowering,NPK 14-35-14
44,17,24,5.76,0.87,31,38,sugarcane,flowering,DAP
31,29,12,6.0,0.65,36,21,wheat,vegetative,NPK 19-19-19
34,31,34,6.36,1.01,30,39,soybean,maturity,NPK 12-32-16
45,24,14,6.47,0.96,20,50,wheat,flowering,DAP
60,33,14,5.78,1.5,21,23,sugarcane,maturity,MOP
64,16,18,6.85,1.11,18,48,groundnut,maturity,MOP
45,20,47,6.69,1.29,39,49,rice,vegetative,Single Super Phosphate
66,16,46,6.09,0.83,18,32,sugarcane,flowering,NPK 10-26-26
51,13,26,5.53,1.33,28,34,rice,flowering,DAP
29,34,14,5.66,1.12,33,39,groundnut,flowering,NPK 10-26-26
35,21,40,6.28,1.2,21,53,rice,maturity,MOP
26,15,41,5.81,0.79,24,47,sugarcane,flowering,NPK 14-35-14
36,23,29,6.25,1.05,29,39,sugarcane,vegetative,Urea
42,21,22,6.76,1.13,23,44,rice,maturity,MOP
45,20,49,6.59,1.09,37,46,wheat,flowering,DAP
40,28,12,5.96,1.42,26,49,wheat,maturity,NPK 12-32-16
41,30,40,6.19,1.4,25,39,groundnut,maturity,MOP
26,14,21,6.73,1.47,31,20,wheat,maturity,NPK 12-32-16
33,23,39,7.22,1.17,32,54,maize,vegetative,Urea
34,30,42,7.01,1.47,38,43,rice,flowering,NPK 10-26-26
26,33,30,6.61,1.33,39,44,maize,flowering,NPK 14-35-14
28,25,14,6.22,0.77,22,59,maize,maturity,MOP
67,34,47,6.23,0.93,32,31,rice,flowering,NPK 10-26-26
27,22,26,7.26,0.74,23,30,maize,maturity,NPK 12-32-16
69,34,44,5.58,0.5,18,49,groundnut,maturity,NPK 12-32-16
42,31,37,7.48,0.69,37,32,groundnut,maturity,MOP
48,31,27,6.83,0.5,26,44,rice,vegetative,Urea
37,34,47,6.86,1.22,21,44,soybean,flowering,DAP
50,29,44,5.58,0.93,19,36,soybean,maturity,MOP
49,31,31,6.71,0.81,23,31,rice,flowering,NPK 10-26-26
58,13,24,6.47,1.26,19,30,rice,vegetative,NPK 19-19-19
54,20,44,5.71,1.33,20,29,rice,vegetative,NPK 19-19-19
37,26,16,6.06,1.48,24,36,wheat,maturity,NPK 12-32-16
61,16,48,7.28,1.14,37,35,rice,vegetative,Urea
58,23,25,6.6,0.96,34,39,groundnut,vegetative,Urea
36,20,38,6.33,0.81,26,24,groundnut,vegetative,NPK 19-19-19
33,31,34,5.65,0.72,39,51,sugarcane,vegetative,Urea
50,18,25,6.93,0.71,26,46,soybean,vegetative,Single Super Phosphate
43,32,15,6.91,0.91,36,23,soybean,vegetative,Urea
54,22,30,6.73,1.49,22,26,rice,flowering,NPK 14-35-14
63,32,15,6.52,0.5,23,33,soybean,vegetative,Single Super Phosphate
64,27,41,6.37,0.7,35,58,rice,flowering,NPK 10-26-26
53,20,30,6.69,0.69,18,43,rice,maturity,NPK 12-32-16
22,24,42,5.97,1.22,34,37,soybean,vegetative,Urea
56,34,42,7.38,0.85,31,57,soybean,vegetative,NPK 19-19-19
62,34,20,6.68,0.96,32,58,sugarcane,flowering,NPK 14-35-14
59,31,24,6.12,0.65,22,59,maize,vegetative,Single Super Phosphate
45,28,25,6.4,0.9,34,20,sugarcane,flowering,DAP
42,10,21,7.11,0.6,38,36,sugarcane,flowering,NPK 14-35-14
63,13,42,5.82,1.03,38,45,soybean,vegetative,NPK 19-19-19
58,23,48,6.09,0.6,28,41,groundnut,maturity,MOP
34,23,34,6.86,1.29,27,58,sugarcane,maturity,MOP
68,12,38,6.13,1.07,34,37,groundnut,maturity,NPK 12-32-16
23,26,17,7.09,1.22,18,57,soybean,flowering,DAP
48,12,37,5.76,0.92,22,47,wheat,flowering,NPK 10-26-26
41,25,13,7.03,0.88,33,40,rice,vegetative,Single Super Phosphate
44,23,24,5.64,0.6,24,57,maize,flowering,NPK 10-26-26
32,29,30,5.53,1.02,29,52,groundnut,maturity,MOP
37,22,12,7.3,1.01,25,49,wheat,vegetative,Single Super Phosphate
52,24,43,6.66,0.97,35,27,groundnut,maturity,MOP
35,23,33,6.2,1.24,18,49,rice,vegetative,NPK 19-19-19
64,33,40,5.97,1.33,37,58,rice,maturity,MOP
61,34,13,6.73,1.25,29,28,maize,vegetative,NPK 19-19-19
63,28,49,6.52,0.64,21,52,sugarcane,maturity,MOP
21,15,22,7.48,1.12,29,48,rice,flowering,DAP
54,19,28,7.47,0.58,39,50,maize,maturity,NPK 12-32-16
61,24,19,6.77,1.19,18,22,groundnut,vegetative,Urea
53,30,33,6.39,0.88,18,57,groundnut,maturity,NPK 12-32-16
49,31,15,6.48,0.63,20,30,groundnut,flowering,NPK 10-26-26
32,29,22,6.86,1.36,38,24,groundnut,vegetative,NPK 19-19-19
32,15,19,5.7,1.11,29,50,groundnut,flowering,NPK 10-26-26
37,32,20,6.16,0.85,39,39,soybean,maturity,NPK 12-32-16
51,34,37,5.65,0.53,38,23,rice,vegetative,Single Super Phosphate
51,19,13,5.65,1.04,30,27,rice,maturity,MOP
54,16,27,5.89,1.42,30,54,sugarcane,vegetative,NPK 19-19-19
58,31,42,6.47,1.1,38,32,sugarcane,flowering,NPK 14-35-14
65,26,17,7.07,1.47,26,24,soybean,flowering,NPK 14-35-14
48,27,32,6.47,0.64,35,59,rice,flowering,DAP
68,26,37,6.17,1.07,18,38,sugarcane,maturity,NPK 12-32-16
48,18,30,5.66,1.3,23,37,maize,vegetative,Urea
63,19,39,6.6,1.03,22,52,groundnut,flowering,DAP
35,19,19,6.04,0.59,21,23,groundnut,maturity,NPK 12-32-16
63,34,25,6.73,1.08,23,37,rice,maturity,NPK 12-32-16
66,16,35,7.45,1.11,20,43,groundnut,vegetative,NPK 19-19-19
29,25,48,5.72,1.23,34,48,groundnut,flowering,DAP
49,27,37,5.92,1.26,28,50,maize,maturity,MOP
44,15,42,6.45,1.27,21,47,wheat,flowering,DAP
58,29,43,7.44,1.16,37,28,soybean,vegetative,Single Super Phosphate
39,10,13,7.04,0.72,18,45,sugarcane,flowering,NPK 10-26-26
24,10,36,7.3,0.9,21,21,wheat,flowering,DAP
20,21,13,6.17,1.28,20,25,sugarcane,maturity,MOP
49,30,12,7.48,1.45,27,48,wheat,maturity,NPK 12-32-16
68,11,47,5.71,0.58,39,45,groundnut,vegetative,Urea
22,13,23,5.61,1.04,18,47,sugarcane,vegetative,Single Super Phosphate
64,26,20,7.21,0.81,21,26,soybean,vegetative,NPK 19-19-19
33,13,47,7.35,0.73,36,53,rice,maturity,MOP
49,20,39,5.68,1.01,18,29,maize,vegetative,Urea
69,31,49,5.73,1.11,33,59,wheat,vegetative,Single Super Phosphate
23,13,44,5.57,0.51,36,41,maize,maturity,NPK 12-32-16
37,10,33,5.71,1.28,37,46,maize,vegetative,Urea
56,16,36,5.92,1.32,38,58,sugarcane,maturity,MOP
44,27,29,7.44,1.47,39,41,rice,vegetative,Single Super Phosphate
67,18,17,6.84,0.68,35,38,sugarcane,maturity,MOP
20,12,29,7.06,1.09,19,55,maize,flowering,NPK 10-26-26
65,17,27,7.05,0.93,23,28,groundnut,maturity,NPK 12-32-16
34,33,26,6.57,0.83,38,38,soybean,maturity,MOP
28,28,19,7.09,1.07,18,21,rice,maturity,NPK 12-32-16
34,13,24,6.69,1.28,36,47,rice,vegetative,Urea
68,27,18,6.13,0.52,22,58,groundnut,maturity,NPK 12-32-16
43,29,28,6.62,1.47,19,41,maize,maturity,NPK 12-32-16
23,20,43,6.57,1.31,18,25,sugarcane,vegetative,Single Super Phosphate
31,23,33,7.15,1.25,33,26,groundnut,flowering,DAP
56,34,24,7.46,1.26,38,25,soybean,maturity,MOP
56,27,34,6.32,0.89,19,52,wheat,vegetative,Single Super Phosphate
62,25,40,7.03,1.25,21,33,sugarcane,flowering,DAP
25,12,33,5.7,0.89,20,20,rice,maturity,MOP
58,24,12,7.05,1.4,34,44,groundnut,flowering,NPK 10-26-26
65,13,40,6.24,0.68,32,25,sugarcane,maturity,NPK 12-32-16
43,14,16,5.58,0.79,27,47,wheat,maturity,MOP
30,26,46,6.23,1.05,29,37,soybean,flowering,DAP
32,16,21,6.72,0.82,29,46,groundnut,flowering,DAP
53,25,30,5.74,0.92,37,21,soybean,flowering,NPK 14-35-14
44,23,48,7.35,0.99,24,59,wheat,maturity,MOP
26,25,18,5.66,1.36,27,40,wheat,maturity,NPK 12-32-16
23,16,46,7.36,1.02,22,42,maize,vegetative,Urea
27,18,24,6.91,0.86,37,21,rice,vegetative,NPK 19-19-19
39,13,21,6.16,0.75,37,35,maize,vegetative,Single Super Phosphate
48,31,13,6.28,0.91,28,23,sugarcane,maturity,MOP
64,20,17,6.98,1.02,19,53,wheat,flowering,NPK 14-35-14
65,11,19,6.7,1.25,33,24,maize,vegetative,NPK 19-19-19
29,21,47,6.84,0.62,29,53,rice,maturity,MOP
62,21,36,6.28,0.72,33,41,rice,flowering,NPK 14-35-14
53,13,18,6.48,0.88,21,39,wheat,vegetative,NPK 19-19-19
45,27,34,7.48,0.86,19,58,groundnut,flowering,NPK 10-26-26
60,30,30,5.93,0.89,27,32,maize,flowering,NPK 14-35-14
68,16,33,6.34,1.29,30,53,soybean,vegetative,Urea
22,10,24,6.08,0.82,36,25,wheat,vegetative,Urea
25,32,32,7.03,1.0,32,48,sugarcane,maturity,NPK 12-32-16
24,22,12,7.03,1.12,18,52,maize,flowering,NPK 10-26-26
24,15,30,6.08,0.73,34,20,maize,vegetative,Single Super Phosphate
66,15,44,5.66,1.22,37,26,wheat,vegetative,NPK 19-19-19
42,21,15,5.52,1.05,21,41,groundnut,flowering,NPK 10-26-26
68,17,14,6.35,0.95,37,51,maize,flowering,DAP
28,33,38,6.32,1.31,26,33,maize,flowering,NPK 10-26-26
54,31,46,7.48,0.74,23,43,sugarcane,vegetative,NPK 19-19-19
39,28,39,6.44,1.38,20,38,groundnut,vegetative,Single Super Phosphate
68,14,17,6.01,1.06,39,46,sugarcane,maturity,MOP
61,27,17,7.28,1.11,19,42,soybean,flowering,NPK 10-26-26
54,14,34,6.48,1.38,35,40,sugarcane,vegetative,NPK 19-19-19
69,34,44,6.7,1.32,36,48,soybean,vegetative,Single Super Phosphate
37,19,27,5.69,1.1,24,20,sugarcane,flowering,DAP
36,10,35,6.27,1.25,20,50,soybean,vegetative,Single Super Phosphate
43,19,16,7.39,0.93,35,46,groundnut,flowering,NPK 14-35-14
22,14,24,6.68,1.05,37,55,sugarcane,vegetative,Single Super Phosphate
51,21,23,6.19,0.56,37,46,sugarcane,flowering,NPK 14-35-14
54,31,16,6.75,0.59,36,34,wheat,flowering,NPK 14-35-14
57,16,48,7.32,1.33,26,44,sugarcane,vegetative,Urea
32,18,42,6.05,0.56,33,34,soybean,flowering,NPK 14-35-14
66,31,39,6.51,0.67,23,59,wheat,maturity,MOP
44,30,39,7.42,1.3,38,38,soybean,maturity,MOP
28,21,41,5.84,0.5,29,30,sugarcane,flowering,NPK 10-26-26
23,32,29,6.94,0.78,23,52,sugarcane,maturity,MOP
33,10,38,6.73,1.08,30,42,soybean,vegetative,Single Super Phosphate
56,20,46,6.86,1.1,22,31,groundnut,vegetative,NPK 19-19-19
53,30,37,6.2,1.28,30,21,groundnut,flowering,DAP
30,24,29,6.13,1.01,37,40,groundnut,vegetative,NPK 19-19-19
60,11,44,6.87,1.01,24,33,maize,vegetative,Urea
22,29,36,5.93,1.23,29,53,wheat,maturity,MOP
47,16,42,6.34,1.0,38,34,wheat,vegetative,NPK 19-19-19
48,30,48,5.88,1.11,21,40,groundnut,vegetative,NPK 19-19-19
28,21,13,5.52,1.4,22,42,sugarcane,maturity,NPK 12-32-16
22,31,44,7.44,0.9,33,40,wheat,flowering,NPK 10-26-26
44,27,43,6.36,0.89,21,33,soybean,flowering,NPK 14-35-14
53,12,29,7.44,0.5,25,40,sugarcane,maturity,MOP
31,16,28,5.78,1.11,33,31,wheat,maturity,MOP
61,20,45,6.67,0.53,25,24,rice,vegetative,Urea
28,27,18,5.9,1.0,34,21,wheat,vegetative,Single Super Phosphate
34,21,46,7.08,1.3,31,41,groundnut,flowering,NPK 14-35-14
59,15,41,7.07,1.05,29,25,soybean,flowering,DAP
44,14,23,5.73,0.77,20,21,wheat,maturity,MOP
24,10,46,7.32,1.29,37,48,maize,vegetative,NPK 19-19-19
30,21,22,5.89,0.77,19,55,groundnut,maturity,NPK 12-32-16
53,20,15,6.73,1.23,30,26,maize,flowering,NPK 14-35-14
43,13,36,7.47,1.11,38,35,sugarcane,flowering,NPK 14-35-14
34,27,43,7.26,0.67,28,52,maize,maturity,MOP
57,13,31,7.41,1.41,29,52,soybean,vegetative,Urea
27,26,42,6.19,0.7,35,33,rice,vegetative,Single Super Phosphate
24,11,15,5.71,1.49,26,31,rice,maturity,MOP
67,33,49,5.88,0.51,24,25,sugarcane,flowering,NPK 10-26-26
45,31,12,6.5,0.76,23,31,sugarcane,maturity,NPK 12-32-16
37,11,14,7.09,0.7,31,50,maize,maturity,NPK 12-32-16
25,21,48,5.8,0.51,35,31,soybean,vegetative,NPK 19-19-19
56,15,33,6.82,1.23,31,29,maize,flowering,DAP
67,19,28,6.15,1.19,22,59,soybean,flowering,DAP
32,34,25,6.18,1.29,37,46,soybean,vegetative,Urea
47,32,46,6.82,0.76,30,26,rice,flowering,DAP
24,34,24,6.43,0.94,18,55,soybean,flowering,NPK 14-35-14
32,30,46,7.12,1.16,29,52,wheat,vegetative,Single Super Phosphate
36,32,13,5.81,0.94,36,46,soybean,flowering,NPK 14-35-14
69,25,24,7.08,1.2,27,27,rice,flowering,NPK 14-35-14
59,23,27,5.63,1.13,22,24,groundnut,maturity,NPK 12-32-16
64,16,29,5.89,0.61,37,27,maize,flowering,DAP
51,28,18,6.81,1.28,23,59,soybean,maturity,NPK 12-32-16
48,32,47,7.21,1.22,29,40,wheat,maturity,MOP
22,26,41,6.01,1.16,38,43,sugarcane,maturity,MOP
59,18,18,6.15,0.66,20,26,maize,vegetative,NPK 19-19-19
53,22,26,6.57,0.77,31,38,sugarcane,vegetative,Urea
59,31,30,5.92,0.89,38,50,wheat,flowering,NPK 14-35-14
46,14,48,7.12,0.78,21,55,rice,maturity,NPK 12-32-16
32,32,13,7.05,0.73,34,46,groundnut,flowering,DAP
64,14,24,5.79,1.31,34,48,rice,flowering,DAP
52,19,42,6.43,1.14,31,42,groundnut,flowering,NPK 14-35-14
25,30,27,7.05,1.07,32,39,maize,flowering,NPK 10-26-26
43,19,17,6.17,0.73,24,25,soybean,flowering,DAP
38,16,39,6.77,1.42,21,31,soybean,maturity,NPK 12-32-16
35,24,43,5.6,0.69,34,31,sugarcane,maturity,MOP
59,16,21,6.72,1.29,23,22,rice,maturity,MOP
47,24,29,5.81,1.47,28,58,soybean,maturity,NPK 12-32-16
52,12,15,7.16,1.23,29,54,groundnut,vegetative,Urea
67,28,20,6.21,1.49,32,38,soybean,maturity,NPK 12-32-16
60,19,18,6.06,1.15,29,23,rice,maturity,MOP
32,24,19,7.18,0.72,28,50,rice,maturity,NPK 12-32-16
62,12,18,5.6,0.7,34,57,wheat,vegetative,NPK 19-19-19
64,15,14,6.29,0.82,25,52,sugarcane,flowering,NPK 10-26-26
44,21,28,6.24,0.51,29,25,rice,vegetative,NPK 19-19-19
61,24,13,6.07,1.18,26,27,wheat,maturity,MOP
55,15,26,7.32,0.77,28,47,rice,maturity,NPK 12-32-16
46,22,40,7.0,1.32,20,34,maize,vegetative,Urea
57,28,33,5.63,0.86,24,50,groundnut,flowering,NPK 14-35-14
26,12,15,6.93,0.98,38,27,groundnut,vegetative,Urea
24,17,17,6.55,1.47,20,25,maize,vegetative,NPK 19-19-19
62,17,49,7.3,0.74,38,48,maize,maturity,MOP
64,32,37,6.13,1.22,33,53,rice,vegetative,Urea
50,29,22,6.65,1.26,27,26,soybean,vegetative,Urea
42,24,37,6.5,0.72,24,59,soybean,vegetative,Urea
61,13,28,6.48,1.0,37,29,maize,vegetative,NPK 19-19-19
29,28,35,6.41,0.85,32,32,sugarcane,vegetative,Urea
51,30,39,5.91,1.27,38,41,groundnut,vegetative,Urea
62,12,46,7.01,1.12,38,40,wheat,maturity,MOP
49,22,42,6.4,0.98,27,20,maize,maturity,MOP
58,17,24,7.42,1.28,29,21,groundnut,maturity,NPK 12-32-16
50,32,46,6.02,0.74,35,48,wheat,maturity,MOP
37,25,27,6.87,1.25,26,30,wheat,vegetative,Single Super Phosphate
55,22,26,7.38,1.37,26,56,maize,vegetative,Single Super Phosphate
21,12,29,6.83,1.38,21,26,soybean,vegetative,Urea
33,25,48,7.24,1.28,22,54,sugarcane,vegetative,Urea
32,18,38,7.15,0.91,24,49,groundnut,maturity,NPK 12-32-16
48,23,46,6.22,1.48,24,35,maize,maturity,MOP
31,22,46,6.7,0.88,28,34,wheat,vegetative,NPK 19-19-19
58,30,39,5.81,1.14,27,59,groundnut,vegetative,Urea
21,34,49,6.57,0.66,28,39,rice,vegetative,Single Super Phosphate
51,16,20,5.96,1.48,35,47,rice,vegetative,Single Super Phosphate
32,24,23,6.99,1.2,29,56,groundnut,flowering,NPK 10-26-26
65,16,26,6.56,1.25,33,22,groundnut,flowering,DAP
46,15,32,6.32,0.57,21,48,wheat,flowering,NPK 14-35-14
68,11,46,6.04,1.26,34,56,maize,flowering,NPK 10-26-26
60,18,44,7.5,1.27,34,28,soybean,vegetative,Single Super Phosphate
36,31,30,5.64,1.17,38,46,maize,vegetative,Urea
59,33,34,5.59,0.79,22,51,sugarcane,vegetative,Urea
50,26,24,5.93,0.99,30,58,groundnut,flowering,DAP
53,14,12,7.44,0.61,20,50,rice,flowering,NPK 10-26-26
43,21,40,7.46,0.97,34,45,wheat,vegetative,Urea
64,10,35,6.81,0.74,28,59,soybean,flowering,NPK 10-26-26
54,19,27,7.26,0.85,18,22,maize,maturity,MOP
67,20,36,5.93,0.66,35,30,sugarcane,flowering,DAP
25,25,34,7.44,0.73,34,48,maize,flowering,NPK 10-26-26
38,23,39,5.79,0.58,26,46,sugarcane,flowering,NPK 10-26-26
49,17,27,5.7,1.42,37,29,maize,flowering,NPK 10-26-26
26,33,49,5.72,1.03,24,54,soybean,vegetative,Urea
29,26,22,6.65,0.9,22,42,soybean,maturity,NPK 12-32-16
60,34,14,7.06,1.04,33,25,wheat,vegetative,NPK 19-19-19
51,27,26,6.23,1.13,24,30,soybean,flowering,DAP
53,21,12,7.46,1.42,30,46,sugarcane,flowering,DAP
47,34,18,6.37,0.68,30,50,wheat,flowering,NPK 14-35-14
34,26,12,5.8,0.8,32,49,soybean,flowering,NPK 14-35-14
49,23,43,6.43,1.48,34,22,rice,flowering,DAP
56,25,20,6.86,0.87,34,32,sugarcane,maturity,MOP
48,23,40,7.16,0.52,36,59,wheat,vegetative,NPK 19-19-19
41,18,37,6.42,0.65,27,40,sugarcane,flowering,DAP
23,13,34,6.69,0.53,19,30,wheat,maturity,MOP
39,34,40,6.03,1.49,31,22,sugarcane,vegetative,NPK 19-19-19
51,32,49,6.79,0.78,20,57,rice,vegetative,Urea
55,20,44,7.47,1.42,24,50,soybean,vegetative,NPK 19-19-19
69,15,18,5.6,1.5,28,43,maize,flowering,DAP
23,24,23,7.27,1.1,34,31,maize,flowering,NPK 14-35-14
46,14,42,6.62,0.53,32,46,maize,maturity,NPK 12-32-16
36,20,43,6.0,0.58,36,40,wheat,maturity,NPK 12-32-16
31,34,31,7.41,0.98,28,44,soybean,vegetative,Single Super Phosphate
41,27,28,6.47,0.91,32,49,groundnut,flowering,NPK 10-26-26
36,22,47,6.16,1.11,32,49,wheat,vegetative,NPK 19-19-19
29,20,14,5.86,0.94,23,29,wheat,vegetative,NPK 19-19-19
20,23,12,5.99,1.43,32,22,wheat,maturity,NPK 12-32-16
41,27,38,7.17,1.03,26,32,groundnut,flowering,NPK 10-26-26
45,34,44,6.73,1.19,22,46,wheat,maturity,MOP
37,28,31,7.33,1.4,36,37,soybean,flowering,NPK 10-26-26
69,33,25,5.96,0.65,22,43,maize,vegetative,Single Super Phosphate
33,24,47,5.74,0.73,39,33,sugarcane,vegetative,NPK 19-19-19
66,18,16,5.51,0.61,30,58,wheat,vegetative,Urea
48,17,34,6.52,0.64,35,23,soybean,flowering,DAP
31,29,26,7.5,1.01,37,35,rice,vegetative,NPK 19-19-19
55,10,17,6.89,0.82,34,29,sugarcane,flowering,DAP
54,13,44,6.12,0.92,32,56,wheat,flowering,NPK 10-26-26
31,23,30,7.25,1.48,31,46,wheat,maturity,MOP
26,34,24,7.06,0.66,33,20,sugarcane,vegetative,Urea
48,11,40,5.53,1.04,21,24,sugarcane,maturity,NPK 12-32-16
30,25,17,7.13,0.6,34,32,wheat,flowering,NPK 10-26-26
52,12,26,6.1,0.82,37,22,soybean,vegetative,Single Super Phosphate
25,17,27,5.8,1.03,31,36,rice,vegetative,Single Super Phosphate
66,15,35,5.95,1.45,35,38,soybean,flowering,NPK 10-26-26
34,25,34,6.44,0.89,23,56,groundnut,vegetative,NPK 19-19-19
51,33,21,6.35,0.56,39,24,maize,flowering,NPK 10-26-26
30,25,28,6.08,0.89,25,43,maize,vegetative,NPK 19-19-19
42,16,41,5.84,0.65,26,52,maize,vegetative,NPK 19-19-19
45,22,21,7.02,0.73,18,40,wheat,flowering,NPK 10-26-26
53,22,30,7.48,1.12,30,22,rice,maturity,NPK 12-32-16
65,14,40,7.06,0.57,20,23,rice,flowering,NPK 14-35-14
53,34,13,6.09,0.96,23,51,groundnut,vegetative,Urea
48,29,47,5.99,1.11,34,43,wheat,flowering,NPK 10-26-26
23,31,30,5.94,0.92,25,54,wheat,flowering,NPK 10-26-26
36,27,18,5.77,0.52,23,37,wheat,flowering,NPK 14-35-14
54,24,37,6.6,1.49,33,22,rice,vegetative,Urea
32,27,26,6.71,0.87,18,58,wheat,maturity,MOP
60,11,49,6.91,1.28,27,45,sugarcane,maturity,MOP
58,19,14,6.86,0.83,35,43,sugarcane,vegetative,NPK 19-19-19
34,32,49,6.08,0.98,39,20,sugarcane,maturity,NPK 12-32-16
48,22,27,6.16,0.89,31,53,wheat,flowering,NPK 14-35-14
48,27,13,6.86,0.84,22,31,sugarcane,flowering,NPK 10-26-26
30,24,42,6.2,0.52,34,36,groundnut,maturity,NPK 12-32-16
51,21,39,5.93,0.86,31,40,wheat,maturity,NPK 12-32-16
21,24,18,6.25,1.39,35,40,groundnut,maturity,MOP
66,22,41,6.04,1.19,21,22,sugarcane,flowering,DAP
33,27,18,5.68,0.65,37,47,wheat,flowering,NPK 10-26-26
39,24,47,7.16,1.09,19,44,soybean,vegetative,Single Super Phosphate
41,34,40,7.21,1.39,24,25,maize,vegetative,Urea
30,32,35,5.94,1.2,24,49,soybean,flowering,NPK 14-35-14
46,20,15,5.63,0.65,24,51,maize,flowering,NPK 10-26-26
22,28,40,6.98,1.37,30,41,maize,vegetative,Single Super Phosphate
36,12,16,5.92,0.8,36,57,sugarcane,vegetative,Single Super Phosphate
63,16,40,6.29,0.95,39,33,maize,flowering,DAP
47,30,41,5.63,1.03,23,53,maize,maturity,MOP
48,23,40,5.95,1.35,37,45,soybean,flowering,NPK 14-35-14
40,23,37,7.09,1.43,34,59,maize,maturity,MOP
66,31,30,7.11,1.43,35,32,wheat,flowering,NPK 10-26-26
35,22,37,5.91,0.51,18,49,groundnut,vegetative,Single Super Phosphate
56,21,48,6.17,1.42,30,38,groundnut,vegetative,NPK 19-19-19
39,33,38,5.77,0.55,36,58,wheat,vegetative,NPK 19-19-19
25,18,41,5.65,0.77,33,22,sugarcane,flowering,NPK 10-26-26
38,10,41,7.48,1.01,27,50,soybean,flowering,DAP
24,28,14,6.81,0.98,30,31,rice,flowering,NPK 10-26-26
